indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2022,5840673700.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2021,4945276000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2020,4779756550.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2019,5367139250.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2018,5128345200.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2017,5000457800.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2016,4848210350.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2015,4738650450.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2014,4711838650.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2013,4693452700.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2012,4622687600.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2011,4662343500.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BB', 'value': 'Barbados'}",BRB,2010,4534772750.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2023,71857382745.6066,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2022,73775179924.603,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2021,69673747131.87,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2020,61371755326.2351,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2019,64410122847.3508,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2018,60031173807.7196,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2017,54725302249.8088,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2016,47723545321.259,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2015,56454889146.6088,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2014,78812805039.0743,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2013,75527558966.4473,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2012,65685890438.8922,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2011,61762382327.9319,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BY', 'value': 'Belarus'}",BLR,2010,57231904542.8755,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2023,632216577075.109,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2022,583613982019.263,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2021,600904461226.347,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2020,526021513474.243,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2019,535865804349.803,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2018,543299066998.902,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2017,502764720556.354,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2016,476062757356.927,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2015,462335574841.484,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2014,535390200131.018,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2013,521791015247.06,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2012,496152879924.727,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2011,523330354138.133,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BE', 'value': 'Belgium'}",BEL,2010,481420882905.001,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2023,3281500000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2022,2830507575.6841,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2021,2424575179.3783,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2020,2047727810.06777,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2019,2386792476.10637,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2018,2292787335.62452,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2017,2266664817.08822,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2016,2240593542.9757,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2015,2194709309.24204,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2014,2125125606.25723,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2013,2021757434.18064,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2012,1899503249.8643,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2011,1818831938.17757,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BZ', 'value': 'Belize'}",BLZ,2010,1739070295.44027,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2023,19673284686.0023,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2022,17425418044.2906,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2021,17687623530.3355,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2020,15686741883.934,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2019,14390708751.025,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2018,14262408089.9261,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2017,12701655836.9467,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2016,11821065853.3838,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2015,11388160996.7738,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2014,13284527846.9081,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2013,12517845123.9315,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2012,11141358115.8991,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2011,10693321363.6574,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BJ', 'value': 'Benin'}",BEN,2010,9535345015.78355,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2023,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2022,7827980000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2021,7286607000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2020,6887147000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2019,7423465000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2018,7225977000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2017,7142316000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2016,6899911000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2015,6654541000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2014,6413988000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2013,6465756000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2012,6378188000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2011,6312691000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BM', 'value': 'Bermuda'}",BMU,2010,6634526000.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BT', 'value': 'Bhutan'}",BTN,2023,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BT', 'value': 'Bhutan'}",BTN,2022,2898227713.22315,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BT', 'value': 'Bhutan'}",BTN,2021,2768802803.18141,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BT', 'value': 'Bhutan'}",BTN,2020,2457604042.40959,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BT', 'value': 'Bhutan'}",BTN,2019,2735683408.57651,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'BT', 'value': 'Bhutan'}",BTN,2018,2583335723.32125,,,0
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2023,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2022,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2021,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2020,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2019,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2018,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2017,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2016,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2015,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2014,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2013,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2012,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2011,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2010,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2023,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2022,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2021,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2020,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2019,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2018,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2017,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2016,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2015,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2014,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2013,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2012,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2011,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2010,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2023,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2022,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2021,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2020,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2019,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2018,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2017,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2016,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2015,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2014,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2013,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2012,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2011,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2010,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2023,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2022,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2021,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2020,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2019,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2018,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2017,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2016,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2015,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2014,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2013,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2012,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2011,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2010,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2023,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2022,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2021,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2020,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2019,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2018,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2017,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2016,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2015,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2014,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2013,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2012,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2011,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2010,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2023,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2022,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2021,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2020,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2019,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2018,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2017,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2016,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2015,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2014,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2013,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2012,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2011,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2010,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2023,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2022,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2021,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2020,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2019,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2018,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2017,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2016,,,,1
"{'id': 'FR.INR.RINR', 'value': 'Real interest rate (%)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2015,,,,1
